Flight,Lattitude,Longtitude,Heading,Altitude,Speed,Time,DistanceToAirport
TC-JNB,41.3581,28.2041,180,10525,312,2019-07-14 21:39:20.693587,46.310100984152825
TC-JYB,41.0316,28.5151,91,4900,269,2019-07-14 21:39:20.693619,31.75489193148915
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:20.693647,1.7295327400747684
TC-JHU,41.1091,28.7307,359,3400,202,2019-07-14 21:39:20.693672,16.803567874125733
TC-JGA,41.0964,28.9545,199,5750,244,2019-07-14 21:39:20.693696,25.39766496489786
TC-JHV,41.0955,28.1914,114,7400,267,2019-07-14 21:39:22.887913,49.64745552136185
TC-JNB,41.3581,28.2041,180,10525,312,2019-07-14 21:39:22.887975,46.310100984152825
TC-JYB,41.0316,28.5151,91,4900,269,2019-07-14 21:39:22.888008,31.75489193148915
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:22.888035,1.7295327400747684
TC-JHU,41.1091,28.7307,359,3400,202,2019-07-14 21:39:22.888060,16.803567874125733
TC-JGA,41.0964,28.9545,199,5750,244,2019-07-14 21:39:22.888085,25.39766496489786
TC-JHV,41.0955,28.1914,114,7400,267,2019-07-14 21:39:25.092454,49.64745552136185
TC-JNB,41.3581,28.2041,180,10525,312,2019-07-14 21:39:25.092526,46.310100984152825
TC-JYB,41.0316,28.5151,91,4900,269,2019-07-14 21:39:25.092564,31.75489193148915
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:25.092595,1.7295327400747684
TC-JHU,41.1091,28.7307,359,3400,202,2019-07-14 21:39:25.092624,16.803567874125733
TC-JGA,41.0964,28.9545,199,5750,244,2019-07-14 21:39:25.092652,25.39766496489786
TC-JSI,41.4928,28.1367,129,13075,298,2019-07-14 21:39:27.278517,56.83024909544363
TC-JHV,41.094,28.1957,114,7350,265,2019-07-14 21:39:27.278590,49.375547166828284
TC-JNB,41.3452,28.2032,184,10475,303,2019-07-14 21:39:27.278627,46.07075926626725
TC-JYB,41.0315,28.5191,91,4900,269,2019-07-14 21:39:27.278659,31.56382138667625
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:27.278689,1.7295327400747684
TC-JHU,41.1118,28.7307,359,3350,202,2019-07-14 21:39:27.278717,16.503795987806676
TC-JGA,41.0938,28.953,199,5700,244,2019-07-14 21:39:27.278745,25.518993558561643
TC-JSI,41.4928,28.1367,129,13075,298,2019-07-14 21:39:29.461180,56.83024909544363
TC-JHV,41.094,28.1957,114,7350,265,2019-07-14 21:39:29.461241,49.375547166828284
TC-JNB,41.3452,28.2032,184,10475,303,2019-07-14 21:39:29.461306,46.07075926626725
TC-JYB,41.0315,28.5191,91,4900,269,2019-07-14 21:39:29.461336,31.56382138667625
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:29.461361,1.7295327400747684
TC-JHU,41.1118,28.7307,359,3350,202,2019-07-14 21:39:29.461387,16.503795987806676
TC-JGA,41.0938,28.953,199,5700,244,2019-07-14 21:39:29.461411,25.518993558561643
TC-JSI,41.4904,28.1408,129,13025,298,2019-07-14 21:39:31.657222,56.404865890197755
TC-JHV,41.0928,28.1992,114,7300,265,2019-07-14 21:39:31.657309,49.154582053845346
TC-JNB,41.3452,28.2032,184,10475,303,2019-07-14 21:39:31.657345,46.07075926626725
TC-JYB,41.0314,28.5243,91,4900,270,2019-07-14 21:39:31.657375,31.316339812106516
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:31.657403,1.7295327400747684
TC-JHU,41.1147,28.7307,359,3325,201,2019-07-14 21:39:31.657431,16.181841439922568
TC-JGA,41.0904,28.9515,199,5650,245,2019-07-14 21:39:31.657458,25.708874586820727
TC-JSI,41.4875,28.1452,129,12950,297,2019-07-14 21:39:33.833175,55.93224981075889
TC-JNB,41.3452,28.2032,184,10475,303,2019-07-14 21:39:33.833196,46.07075926626725
TC-JHV,41.0896,28.2087,114,7175,265,2019-07-14 21:39:33.833206,48.557965694244494
TC-JYB,41.0312,28.535,91,4900,273,2019-07-14 21:39:33.833214,30.819693891243382
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:33.833222,1.7295327400747684
TC-JHU,41.12,28.7306,359,3225,199,2019-07-14 21:39:33.833230,15.594050014989671
TC-JGA,41.0837,28.9485,199,5550,244,2019-07-14 21:39:33.833238,26.094356876264065
TC-JNB,41.3452,28.2032,184,10475,303,2019-07-14 21:39:36.010475,46.07075926626725
TC-JHV,41.0881,28.2131,113,7125,264,2019-07-14 21:39:36.010547,48.28523741880159
TC-JYB,41.0311,28.5394,91,4900,274,2019-07-14 21:39:36.010584,30.622386647052004
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:36.010614,1.7295327400747684
TC-JHU,41.1228,28.7306,359,3175,197,2019-07-14 21:39:36.010642,15.283279723845535
TC-JGA,41.0804,28.9471,199,5500,244,2019-07-14 21:39:36.010669,26.295007270378484
TC-JNB,41.3452,28.2032,184,10475,303,2019-07-14 21:39:38.188291,46.07075926626725
TC-JHV,41.0881,28.2131,113,7125,264,2019-07-14 21:39:38.188362,48.28523741880159
TC-JYB,41.0311,28.5394,91,4900,274,2019-07-14 21:39:38.188399,30.622386647052004
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:38.188430,1.7295327400747684
TC-JHU,41.1228,28.7306,359,3175,197,2019-07-14 21:39:38.188458,15.283279723845535
TC-JGA,41.0804,28.9471,199,5500,244,2019-07-14 21:39:38.188487,26.295007270378484
TC-JNB,41.3452,28.2032,184,10475,303,2019-07-14 21:39:40.387433,46.07075926626725
TC-JHV,41.0865,28.2179,113,7050,264,2019-07-14 21:39:40.387507,47.988180015064984
TC-JYB,41.0311,28.5443,91,4900,276,2019-07-14 21:39:40.387544,30.396033340918063
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:40.387575,1.7295327400747684
TC-JHU,41.1258,28.7305,359,3125,195,2019-07-14 21:39:40.387604,14.950913548547398
TC-JGA,41.0771,28.9456,199,5450,245,2019-07-14 21:39:40.387632,26.49436486441772
TC-JNB,41.3452,28.2032,184,10475,303,2019-07-14 21:39:42.620855,46.07075926626725
TC-JHV,41.0865,28.2179,113,7050,264,2019-07-14 21:39:42.620920,47.988180015064984
TC-JYB,41.0311,28.5443,91,4900,276,2019-07-14 21:39:42.620953,30.396033340918063
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:42.620979,1.7295327400747684
TC-JHU,41.1258,28.7305,359,3125,195,2019-07-14 21:39:42.621004,14.950913548547398
TC-JGA,41.0771,28.9456,199,5450,245,2019-07-14 21:39:42.621028,26.49436486441772
TC-JNB,41.3452,28.2032,184,10475,303,2019-07-14 21:39:44.824101,46.07075926626725
TC-JHV,41.0865,28.2179,113,7050,264,2019-07-14 21:39:44.824163,47.988180015064984
TC-JYB,41.0311,28.5443,91,4900,276,2019-07-14 21:39:44.824180,30.396033340918063
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:44.824192,1.7295327400747684
TC-JHU,41.1258,28.7305,359,3125,195,2019-07-14 21:39:44.824204,14.950913548547398
TC-JGA,41.0771,28.9456,199,5450,245,2019-07-14 21:39:44.824215,26.49436486441772
TC-JNB,41.3204,28.1855,225,10325,278,2019-07-14 21:39:47.018956,47.05472685943377
TC-JHV,41.0836,28.2269,113,6925,263,2019-07-14 21:39:47.019018,47.43248170255196
TC-JYB,41.0309,28.5545,91,4875,275,2019-07-14 21:39:47.019049,29.956335301786904
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:47.019077,1.7295327400747684
TC-JHU,41.131,28.7304,359,3025,191,2019-07-14 21:39:47.019102,14.374526774143497
TC-JGA,41.071,28.9426,199,5350,245,2019-07-14 21:39:47.019127,26.861845616385168
TC-JSI,41.4776,28.1613,129,12700,295,2019-07-14 21:39:49.214603,54.24013625301876
TC-JNB,41.3178,28.1818,228,10275,275,2019-07-14 21:39:49.214676,47.32149661494901
TC-JHV,41.0822,28.2312,113,6875,263,2019-07-14 21:39:49.214713,47.17035455633958
TC-JYB,41.0308,28.5597,91,4875,273,2019-07-14 21:39:49.214744,29.738938649868864
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:49.214773,1.7295327400747684
TC-JHU,41.1337,28.7304,359,2975,190,2019-07-14 21:39:49.214801,14.074996563059939
TC-JGA,41.0674,28.941,199,5300,245,2019-07-14 21:39:49.214828,27.09418162678176
TC-JSI,41.4722,28.1701,129,12575,295,2019-07-14 21:39:51.423693,53.31687503224466
TC-JNB,41.315,28.1774,230,10250,274,2019-07-14 21:39:51.423768,47.64578197035658
TC-JHV,41.0807,28.2357,113,6800,263,2019-07-14 21:39:51.423804,46.899624047686906
TC-JYB,41.0308,28.565,91,4875,271,2019-07-14 21:39:51.423834,29.512535217529525
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:51.423863,1.7295327400747684
TC-JHU,41.1362,28.7304,359,2925,188,2019-07-14 21:39:51.423891,13.797684411282871
TC-JGA,41.0641,28.9395,199,5250,245,2019-07-14 21:39:51.423919,27.309463068044014
TC-JSI,41.4722,28.1701,129,12575,295,2019-07-14 21:39:53.625034,53.31687503224466
TC-JNB,41.3178,28.1818,228,10275,275,2019-07-14 21:39:53.625103,47.32149661494901
TC-JHV,41.0807,28.2357,113,6800,263,2019-07-14 21:39:53.625138,46.899624047686906
TC-JYB,41.0308,28.5597,91,4875,273,2019-07-14 21:39:53.625168,29.738938649868864
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:53.625196,1.7295327400747684
TC-JHU,41.1362,28.7304,359,2925,188,2019-07-14 21:39:53.625225,13.797684411282871
TC-JGA,41.0641,28.9395,199,5250,245,2019-07-14 21:39:53.625291,27.309463068044014
TC-JNB,41.3126,28.1736,230,10225,273,2019-07-14 21:39:55.846530,47.92824602280392
TC-JSI,41.4673,28.1779,129,12450,295,2019-07-14 21:39:55.846603,52.4936820145793
TC-JHV,41.0793,28.2403,113,6750,263,2019-07-14 21:39:55.846640,46.618569399677675
TC-JYB,41.0307,28.5696,91,4875,270,2019-07-14 21:39:55.846672,29.329738939385656
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:55.846702,1.7295327400747684
TC-JHU,41.1388,28.7303,359,2850,187,2019-07-14 21:39:55.846731,13.50995506332708
TC-JGA,41.0641,28.9395,199,5250,245,2019-07-14 21:39:55.846760,27.309463068044014
TC-JSI,41.4673,28.1779,129,12450,295,2019-07-14 21:39:58.116514,52.4936820145793
TC-JHV,41.0793,28.2403,113,6750,263,2019-07-14 21:39:58.116584,46.618569399677675
TC-JYB,41.0307,28.5696,91,4875,270,2019-07-14 21:39:58.116620,29.329738939385656
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:39:58.116650,1.7295327400747684
TC-JHU,41.1388,28.7303,359,2850,187,2019-07-14 21:39:58.116678,13.50995506332708
TC-JGA,41.0641,28.9395,199,5250,245,2019-07-14 21:39:58.116707,27.309463068044014
TC-JNB,41.3103,28.17,230,10200,272,2019-07-14 21:40:00.320014,48.19730130187866
TC-JSI,41.4673,28.1779,129,12450,295,2019-07-14 21:40:00.320085,52.4936820145793
TC-JHV,41.0778,28.2449,113,6675,263,2019-07-14 21:40:00.320123,46.34440854714951
TC-JYB,41.0306,28.5745,91,4875,270,2019-07-14 21:40:00.320154,29.138732788831295
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:00.320184,1.7295327400747684
TC-JHU,41.1413,28.7303,359,2825,185,2019-07-14 21:40:00.320213,13.232722317979192
TC-JGA,41.0576,28.9365,199,5175,244,2019-07-14 21:40:00.320241,27.742236374606858
TC-JSI,41.4607,28.1883,131,12300,294,2019-07-14 21:40:02.508362,51.39406310898284
TC-JHV,41.075,28.2535,112,6575,263,2019-07-14 21:40:02.508437,45.83749801259836
TC-JYB,41.0305,28.5848,91,4875,269,2019-07-14 21:40:02.508473,28.741322179135462
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:02.508505,1.7295327400747684
TC-JHU,41.1465,28.7302,359,2700,182,2019-07-14 21:40:02.508534,12.656887291865665
TC-JGA,41.0513,28.9334,199,5175,241,2019-07-14 21:40:02.508563,28.166034974436073
TC-JSI,41.4607,28.1883,131,12300,294,2019-07-14 21:40:04.728718,51.39406310898284
TC-JHV,41.075,28.2535,112,6575,263,2019-07-14 21:40:04.728789,45.83749801259836
TC-JYB,41.0305,28.5848,91,4875,269,2019-07-14 21:40:04.728825,28.741322179135462
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:04.728856,1.7295327400747684
TC-JHU,41.1465,28.7302,359,2700,182,2019-07-14 21:40:04.728885,12.656887291865665
TC-JGA,41.0513,28.9334,199,5175,241,2019-07-14 21:40:04.728914,28.166034974436073
TC-JSI,41.4607,28.1883,131,12300,294,2019-07-14 21:40:06.903164,51.39406310898284
TC-JHV,41.075,28.2535,112,6575,263,2019-07-14 21:40:06.903238,45.83749801259836
TC-JYB,41.0305,28.5848,91,4875,269,2019-07-14 21:40:06.903275,28.741322179135462
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:06.903306,1.7295327400747684
TC-JHU,41.1465,28.7302,359,2700,182,2019-07-14 21:40:06.903335,12.656887291865665
TC-JGA,41.0513,28.9334,199,5175,241,2019-07-14 21:40:06.903364,28.166034974436073
TC-JNB,41.303,28.1586,228,10175,273,2019-07-14 21:40:09.082761,49.06051428994044
TC-JSI,41.4561,28.1939,137,12150,295,2019-07-14 21:40:09.082830,50.75276389764908
TC-JHV,41.075,28.2535,112,6575,263,2019-07-14 21:40:09.082868,45.83749801259836
TC-JYB,41.0304,28.5899,91,4875,269,2019-07-14 21:40:09.082901,28.557171919461982
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:09.082930,1.7295327400747684
TC-JHU,41.1491,28.7301,359,2650,181,2019-07-14 21:40:09.082960,12.369418378103548
TC-JGA,41.0482,28.9319,199,5175,240,2019-07-14 21:40:09.082988,28.380648565857904
TC-JNB,41.3003,28.1546,228,10175,273,2019-07-14 21:40:11.278491,49.36603896045916
TC-JSI,41.4523,28.1978,139,12075,295,2019-07-14 21:40:11.278564,50.27883642476825
TC-JHV,41.0723,28.2622,112,6475,262,2019-07-14 21:40:11.278601,45.325859889073975
TC-JYB,41.0303,28.5948,90,4875,269,2019-07-14 21:40:11.278631,28.385570085825048
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:11.278659,1.7295327400747684
TC-JHU,41.1516,28.7301,359,2600,180,2019-07-14 21:40:11.278688,12.092382962117664
TC-JGA,41.0451,28.9304,199,5175,240,2019-07-14 21:40:11.278715,28.598354462261124
TC-JNB,41.2978,28.1508,228,10175,272,2019-07-14 21:40:13.467188,49.65892782172715
TC-JSI,41.4523,28.1978,139,12075,295,2019-07-14 21:40:13.467259,50.27883642476825
TC-JHV,41.0709,28.2667,112,6425,261,2019-07-14 21:40:13.467293,45.06450518793154
TC-JYB,41.0303,28.5995,91,4875,269,2019-07-14 21:40:13.467324,28.21594315224455
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:13.467353,1.7295327400747684
TC-JHU,41.154,28.73,359,2575,178,2019-07-14 21:40:13.467382,11.827225836630838
TC-JGA,41.043,28.9294,199,5175,240,2019-07-14 21:40:13.467411,28.748288621797727
TC-JNB,41.2955,28.1474,228,10175,272,2019-07-14 21:40:15.646400,49.9220424902813
TC-JSI,41.4448,28.2033,150,11875,296,2019-07-14 21:40:15.646472,49.51375780238064
TC-JHV,41.0694,28.2715,112,6350,260,2019-07-14 21:40:15.646507,44.78847362052698
TC-JYB,41.0303,28.6043,90,4875,268,2019-07-14 21:40:15.646537,28.04735195734528
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:15.646566,1.7295327400747684
TC-JHU,41.1564,28.7299,359,2525,177,2019-07-14 21:40:15.646593,11.562157296013687
TC-JGA,41.0387,28.9274,199,5175,240,2019-07-14 21:40:15.646621,29.06160817044736
TC-JSI,41.4448,28.2033,150,11875,296,2019-07-14 21:40:17.840596,49.51375780238064
TC-JHV,41.068,28.2758,112,6300,260,2019-07-14 21:40:17.840669,44.546351771308665
TC-JYB,41.0302,28.6091,90,4875,266,2019-07-14 21:40:17.840704,27.893730217500288
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:17.840735,1.7295327400747684
TC-JHU,41.1588,28.7299,359,2475,176,2019-07-14 21:40:17.840763,11.296385013235577
TC-JGA,41.0357,28.9259,199,5175,241,2019-07-14 21:40:17.840792,29.27881114343375
TC-JNB,41.2955,28.1474,228,10175,272,2019-07-14 21:40:20.039459,49.9220424902813
TC-JSI,41.4448,28.2033,150,11875,296,2019-07-14 21:40:20.039522,49.51375780238064
TC-JHV,41.0694,28.2715,112,6350,260,2019-07-14 21:40:20.039553,44.78847362052698
TC-JYB,41.0303,28.6043,90,4875,268,2019-07-14 21:40:20.039580,28.04735195734528
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:20.039605,1.7295327400747684
TC-JHU,41.1564,28.7299,359,2525,177,2019-07-14 21:40:20.039631,11.562157296013687
TC-JGA,41.0387,28.9274,199,5175,240,2019-07-14 21:40:20.039654,29.06160817044736
TC-JSI,41.4405,28.2053,157,11800,297,2019-07-14 21:40:22.249453,49.165903443126346
TC-JHV,41.0667,28.2799,112,6250,259,2019-07-14 21:40:22.249516,44.31559029626459
TC-JYB,41.0301,28.6138,91,4875,264,2019-07-14 21:40:22.249548,27.748347319368822
TC-JVT,41.2493,28.7276,358,1150,138,2019-07-14 21:40:22.249575,1.7295327400747684
TC-JHU,41.1614,28.7298,359,2425,174,2019-07-14 21:40:22.249599,11.009348850465535
TC-JGA,41.0324,28.9244,199,5175,241,2019-07-14 21:40:22.249625,29.527328570808084
TC-JSI,41.4405,28.2053,157,11800,297,2019-07-14 21:40:24.459665,49.165903443126346
TC-JHV,41.0667,28.2799,112,6250,259,2019-07-14 21:40:24.459738,44.31559029626459
TC-JYB,41.0301,28.6138,91,4875,264,2019-07-14 21:40:24.459775,27.748347319368822
TC-JHU,41.1614,28.7298,359,2425,174,2019-07-14 21:40:24.459806,11.009348850465535
TC-JGA,41.0324,28.9244,199,5175,241,2019-07-14 21:40:24.459836,29.527328570808084
TC-JSI,41.4348,28.207,161,11700,297,2019-07-14 21:40:26.657296,48.781879607111215
TC-JHV,41.0653,28.2842,112,6200,258,2019-07-14 21:40:26.657390,44.07765167829898
TC-JYB,41.0301,28.6138,91,4875,264,2019-07-14 21:40:26.657431,27.748347319368822
TC-JHU,41.1638,28.7298,359,2400,172,2019-07-14 21:40:26.657463,10.743720226066465
TC-JGA,41.0292,28.9229,199,5175,242,2019-07-14 21:40:26.657493,29.76922601826715
TC-JSI,41.4348,28.207,161,11700,297,2019-07-14 21:40:28.844413,48.781879607111215
TC-JHV,41.0653,28.2842,112,6200,258,2019-07-14 21:40:28.844484,44.07765167829898
TC-JYB,41.0301,28.6138,91,4875,264,2019-07-14 21:40:28.844520,27.748347319368822
TC-JHU,41.1638,28.7298,359,2400,172,2019-07-14 21:40:28.844550,10.743720226066465
TC-JGA,41.0292,28.9229,199,5175,242,2019-07-14 21:40:28.844580,29.76922601826715
TC-JSI,41.4348,28.207,161,11700,297,2019-07-14 21:40:31.065906,48.781879607111215
TC-JHV,41.064,28.2885,112,6150,258,2019-07-14 21:40:31.065983,43.836363612102275
TC-JYB,41.03,28.6235,90,4875,258,2019-07-14 21:40:31.066021,27.45270165522763
TC-JHU,41.1661,28.7297,359,2350,171,2019-07-14 21:40:31.066053,10.490089079974194
TC-JGA,41.0262,28.9214,199,5175,242,2019-07-14 21:40:31.066083,29.99462239324391
TC-JSI,41.4277,28.2078,174,11600,295,2019-07-14 21:40:33.260183,48.41295262923623
TC-JHV,41.0626,28.2928,113,6125,257,2019-07-14 21:40:33.260255,43.60280327465481
TC-JYB,41.03,28.6235,90,4875,258,2019-07-14 21:40:33.260292,27.45270165522763
TC-JHU,41.1683,28.7297,359,2300,170,2019-07-14 21:40:33.260324,10.246739047594263
TC-JGA,41.0232,28.92,199,5175,243,2019-07-14 21:40:33.260354,30.22665293995531
TC-JSI,41.4277,28.2078,174,11600,295,2019-07-14 21:40:35.464285,48.41295262923623
TC-JHV,41.0626,28.2928,113,6125,257,2019-07-14 21:40:35.464359,43.60280327465481
TC-JYB,41.03,28.6235,90,4875,258,2019-07-14 21:40:35.464397,27.45270165522763
TC-JHU,41.1683,28.7297,359,2300,170,2019-07-14 21:40:35.464429,10.246739047594263
TC-JGA,41.0232,28.92,199,5175,243,2019-07-14 21:40:35.464457,30.22665293995531
TC-JSI,41.4277,28.2078,174,11600,295,2019-07-14 21:40:37.651742,48.41295262923623
TC-JHV,41.0596,28.3018,113,6025,257,2019-07-14 21:40:37.651814,43.12539702113728
TC-JYB,41.0299,28.6373,90,4875,250,2019-07-14 21:40:37.651851,27.064141145016926
TC-JHU,41.1733,28.7296,359,2200,168,2019-07-14 21:40:37.651882,9.694869409652062
TC-JGA,41.0166,28.9171,198,5175,244,2019-07-14 21:40:37.651912,30.752421015678603
TC-JSI,41.4277,28.2078,174,11600,295,2019-07-14 21:40:39.832409,48.41295262923623
TC-JHV,41.0596,28.3018,113,6025,257,2019-07-14 21:40:39.832481,43.12539702113728
TC-JYB,41.0299,28.6373,90,4875,250,2019-07-14 21:40:39.832519,27.064141145016926
TC-JHU,41.1733,28.7296,359,2200,168,2019-07-14 21:40:39.832551,9.694869409652062
TC-JGA,41.0166,28.9171,198,5175,244,2019-07-14 21:40:39.832582,30.752421015678603
TC-JSI,41.4277,28.2078,174,11600,295,2019-07-14 21:40:42.026705,48.41295262923623
TC-JHV,41.0567,28.3108,113,5925,258,2019-07-14 21:40:42.026777,42.65259703723901
TC-JYB,41.0298,28.6464,90,4875,245,2019-07-14 21:40:42.026814,26.835708650227605
TC-JHU,41.1779,28.7295,358,2125,166,2019-07-14 21:40:42.026845,9.187692411692733
TC-JGA,41.0103,28.9141,198,5175,245,2019-07-14 21:40:42.026876,31.254939111897713
TC-JSI,41.4277,28.2078,174,11600,295,2019-07-14 21:40:44.228062,48.41295262923623
TC-JHV,41.0567,28.3108,113,5925,258,2019-07-14 21:40:44.228135,42.65259703723901
TC-JYB,41.0298,28.6464,90,4875,245,2019-07-14 21:40:44.228171,26.835708650227605
TC-JHU,41.1779,28.7295,358,2125,166,2019-07-14 21:40:44.228203,9.187692411692733
TC-JGA,41.0103,28.9141,198,5175,245,2019-07-14 21:40:44.228232,31.254939111897713
TC-JSI,41.4277,28.2078,174,11600,295,2019-07-14 21:40:46.422777,48.41295262923623
TC-JHV,41.0554,28.315,113,5875,258,2019-07-14 21:40:46.422806,42.43236247349944
TC-JYB,41.0298,28.651,90,4875,243,2019-07-14 21:40:46.422821,26.722382159025813
TC-JHU,41.1798,28.7294,359,2075,166,2019-07-14 21:40:46.422833,8.978965654783
TC-JGA,41.0069,28.9127,199,5175,244,2019-07-14 21:40:46.422845,31.538386631906704
TC-JSI,41.4277,28.2078,174,11600,295,2019-07-14 21:40:48.608472,48.41295262923623
TC-JHV,41.0554,28.315,113,5875,258,2019-07-14 21:40:48.608532,42.43236247349944
TC-JYB,41.0298,28.651,90,4875,243,2019-07-14 21:40:48.608564,26.722382159025813
TC-JHU,41.1798,28.7294,359,2075,166,2019-07-14 21:40:48.608593,8.978965654783
TC-JGA,41.0069,28.9127,199,5175,244,2019-07-14 21:40:48.608621,31.538386631906704
TC-JSI,41.4277,28.2078,174,11600,295,2019-07-14 21:40:50.809894,48.41295262923623
TC-JHV,41.0538,28.3196,113,5800,258,2019-07-14 21:40:50.809967,42.204435094600626
TC-JYB,41.0297,28.655,90,4875,242,2019-07-14 21:40:50.810006,26.638670259646084
TC-JHU,41.1798,28.7294,359,2075,166,2019-07-14 21:40:50.810040,8.978965654783
TC-JGA,41.0037,28.9113,199,5175,245,2019-07-14 21:40:50.810070,31.804286911897066
TC-JSI,41.3999,28.2058,183,11150,292,2019-07-14 21:40:52.992575,47.47374107976679
TC-JHV,41.0526,28.3235,113,5775,257,2019-07-14 21:40:52.992646,42.00397422562123
TC-JYB,41.0297,28.66,90,4875,239,2019-07-14 21:40:52.992685,26.526191021360354
TC-JHU,41.1846,28.7294,358,1975,164,2019-07-14 21:40:52.992717,8.44945400404128
TC-JGA,41.0003,28.9098,199,5175,245,2019-07-14 21:40:52.992748,32.088725164684035
TC-JSI,41.3999,28.2058,183,11150,292,2019-07-14 21:40:55.324154,47.47374107976679
TC-JHV,41.0526,28.3235,113,5775,257,2019-07-14 21:40:55.324230,42.00397422562123
TC-JYB,41.0297,28.66,90,4875,239,2019-07-14 21:40:55.324270,26.526191021360354
TC-JHU,41.1846,28.7294,358,1975,164,2019-07-14 21:40:55.324302,8.44945400404128
TC-JGA,41.0003,28.9098,199,5175,245,2019-07-14 21:40:55.324332,32.088725164684035
TC-JSI,41.3937,28.2053,182,11050,291,2019-07-14 21:40:57.504866,47.2936909573798
TC-JHV,41.0512,28.3278,112,5725,257,2019-07-14 21:40:57.504929,41.79004939523028
